sif	count	sd_os	mean_os	sd_TMB	mean_TMB	OSs	elseOSs	TMBs	elseTMBs
POLE controls-state-change-of BRCA1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
TP53 controls-expression-of PPM1D	8	6.670832032063167	8.5	1.1870525472783418	3.3375	[13.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0, 0.0, 5.0]	[2.23, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63, 5.58, 2.95]
CTNNB1 controls-expression-of CDKN1B	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
KRAS controls-state-change-of RAF1	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PRKCI controls-state-change-of FBXW7	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PIK3CA controls-expression-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
JAK2 controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
PIK3CA controls-state-change-of RB1	9	6.384781288248286	8.11111111111111	1.1410369985669901	3.258888888888889	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95]
PIK3R1 controls-state-change-of PIK3CA	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
CTNNB1 controls-expression-of MYC	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FGF3 controls-state-change-of FGF19	9	6.612744896162893	6.222222222222222	1.2604036194610906	3.3322222222222226	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[5.0, 14.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[2.95, 4.92]
KIT controls-state-change-of AKT1	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
AKT1 controls-state-change-of CREBBP	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
CD79B controls-state-change-of KRAS	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
EGFR controls-state-change-of PIK3CA	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
KRAS controls-state-change-of PIK3CA	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
PPM1D controls-state-change-of MDM2	4	5.717298313014636	12.75	1.520039061998079	3.0174999999999996	[13.0, 4.0, 14.0, 20.0]	[2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 12.0]	[2.23, 0.98, 4.92, 3.94]	[2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 3.35]
PDGFRA controls-state-change-of CD79B	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
SRC controls-state-change-of PIK3CB	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PDGFRA controls-state-change-of JAK1	8	6.224949798994366	9.0	1.1334874282496477	3.1175	[13.0, 2.0, 5.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0, 1.0]	[2.23, 2.63, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95, 4.39]
NTRK1 controls-state-change-of STAT3	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
MYB controls-expression-of ASXL2	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
EGFR controls-state-change-of PRKCQ	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
FGF3 controls-state-change-of FGFR2	6	6.693695209341067	8.833333333333334	1.0452870419171951	2.845	[13.0, 2.0, 2.0, 4.0, 12.0, 20.0]	[0.0, 5.0, 2.0, 1.0, 14.0]	[2.23, 2.63, 3.94, 0.98, 3.35, 3.94]	[5.58, 2.95, 2.95, 4.39, 4.92]
TP53 controls-expression-of BRAF	10	6.527633568147036	7.3	1.2691575946272393	3.5230000000000006	[13.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63]
E2F3 controls-expression-of MYC	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
FGF3 controls-state-change-of FGFR1	2	0.5	0.5	0.5950000000000002	4.984999999999999	[0.0, 1.0]	[13.0, 2.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[5.58, 4.39]	[2.23, 2.63, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
EGFR controls-expression-of MYC	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
SRC controls-state-change-of STAT5B	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
MYB controls-expression-of RUNX1T1	5	7.042726744663604	10.0	0.7556877662103576	3.7560000000000002	[2.0, 2.0, 12.0, 14.0, 20.0]	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0]	[2.63, 3.94, 3.35, 4.92, 3.94]	[2.23, 5.58, 2.95, 2.95, 4.39, 0.98]
AKT2 controls-state-change-of FOXO3	9	6.623937138128391	7.888888888888889	1.322573249389235	3.586666666666667	[13.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0, 2.0]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63, 2.95]
SRC controls-state-change-of STAT5A	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
RRAS controls-state-change-of PIK3CB	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FOXA1 controls-expression-of BRIP1	2	1.5	3.5	0.0	2.95	[5.0, 2.0]	[13.0, 2.0, 0.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95, 2.95]	[2.23, 2.63, 5.58, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
CCNE1 controls-state-change-of E2F3	1	0.0	2.0	0.0	3.94	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 4.39, 0.98, 3.35, 4.92, 3.94]
MYC controls-expression-of CDKN1B	8	6.613197033205649	7.625	1.2097701227919295	3.2475	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[0.0, 2.0, 12.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]	[5.58, 2.95, 3.35]
JAK1 controls-state-change-of MAP3K1	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
CDKN2B controls-state-change-of CDK4	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
PAK1 controls-state-change-of KRAS	9	6.465482900433846	6.555555555555555	1.2604036194610906	3.3322222222222226	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[2.0, 14.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]	[2.95, 4.92]
NF1 controls-state-change-of KRAS	2	1.5	3.5	0.16000000000000014	2.79	[2.0, 5.0]	[13.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.63, 2.95]	[2.23, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
JAK2 controls-state-change-of CCND3	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
PRKCQ controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
VEGFA controls-state-change-of PIK3CA	3	4.0276819911981905	7.333333333333333	0.8138932498935117	2.0533333333333332	[13.0, 5.0, 4.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 14.0, 20.0]	[2.23, 2.95, 0.98]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 4.92, 3.94]
PIK3R1 controls-state-change-of AKT2	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
TP53 controls-state-change-of PIK3R1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
AKT2 controls-state-change-of TP53	11	6.407640067893126	6.818181818181818	1.2370258921507018	3.441818181818182	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[]
AKT2 controls-state-change-of HIST1H3B	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
TCF3 controls-expression-of NOTCH1	1	0.0	14.0	0.0	4.92	[14.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 20.0]	[4.92]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 3.94]
CCND3 controls-state-change-of RB1	9	6.384781288248286	8.11111111111111	1.1410369985669901	3.258888888888889	[13.0, 2.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[0.0, 2.0]	[2.23, 2.63, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[5.58, 2.95]
RUNX1 controls-expression-of PRKCQ	10	6.527633568147036	7.3	1.2871087755119999	3.4910000000000005	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.95]
PRKCE controls-state-change-of AKT1	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
FGF19 controls-state-change-of AKT2	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
FANCD2 controls-expression-of BRCA1	1	0.0	12.0	0.0	3.35	[12.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 14.0, 20.0]	[3.35]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 4.92, 3.94]
AKT1 controls-state-change-of NF2	4	4.527692569068709	9.0	1.4274627841033196	2.77	[13.0, 5.0, 4.0, 14.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 20.0]	[2.23, 2.95, 0.98, 4.92]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 3.94]
POLD1 controls-state-change-of BRIP1	1	0.0	20.0	0.0	3.94	[20.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0]	[3.94]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92]
RB1 controls-expression-of PPM1D	7	6.630172220498453	9.428571428571429	1.2593163030074723	3.392857142857143	[13.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.0, 0.0, 5.0, 2.0]	[2.23, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]	[2.63, 5.58, 2.95, 2.95]
FGF19 controls-state-change-of AKT1	4	5.123475382979799	4.5	1.796781845411401	3.295	[13.0, 0.0, 1.0, 4.0]	[2.0, 5.0, 2.0, 2.0, 12.0, 14.0, 20.0]	[2.23, 5.58, 4.39, 0.98]	[2.63, 2.95, 2.95, 3.94, 3.35, 4.92, 3.94]
EGFR controls-state-change-of CD79B	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
FOXA1 controls-expression-of HIST1H1C	1	0.0	5.0	0.0	2.95	[5.0]	[13.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
ERBB2 controls-state-change-of FGF19	1	0.0	2.0	0.0	2.95	[2.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 1.0, 4.0, 12.0, 14.0, 20.0]	[2.95]	[2.23, 2.63, 5.58, 2.95, 3.94, 4.39, 0.98, 3.35, 4.92, 3.94]
ERBB2 controls-state-change-of CTNNB1	1	0.0	1.0	0.0	4.39	[1.0]	[13.0, 2.0, 0.0, 5.0, 2.0, 2.0, 4.0, 12.0, 14.0, 20.0]	[4.39]	[2.23, 2.63, 5.58, 2.95, 2.95, 3.94, 0.98, 3.35, 4.92, 3.94]
AKT1 controls-state-change-of BCL2L1	5	5.979966555090422	11.2	1.3598323426069847	3.004	[13.0, 5.0, 4.0, 14.0, 20.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0]	[2.23, 2.95, 0.98, 4.92, 3.94]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35]
CEBPA controls-expression-of FBXW7	4	6.5	10.5	1.078992585702052	2.525	[13.0, 5.0, 4.0, 20.0]	[2.0, 0.0, 2.0, 2.0, 1.0, 12.0, 14.0]	[2.23, 2.95, 0.98, 3.94]	[2.63, 5.58, 2.95, 3.94, 4.39, 3.35, 4.92]
